2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31
1397.2693877774782,1403.1881679744154,1416.2669669381062,1427.9150868730712,1442.6136077410736,1449.6406978804705,1456.0013313029065,1459.2151858223676,1462.2078598427229,1475.2498280695052,1483.4195819769484,1495.27907068777,1493.4991731868456,1493.5605687894904,1498.5578929957326
1405.7843551329129,1416.0256393144732,1423.7315980019057,1436.5062513822788,1452.677244034017,1462.412605976367,1469.633016520468,1479.6389920622355,1483.9820326651811,1482.458204575325,1481.453706878528,1480.56545846159,1481.5673079531184,1486.7545901075198,1491.469257748912
1270.443203519831,1274.8205211001098,1281.9989629932145,1288.7823368017512,1295.773866695192,1299.5929040763472,1309.2945301418774,1320.0081925001466,1318.5893502881418,1316.9533824217258,1318.758977013041,1334.7119279010346,1349.3373543886592,1363.9815145473754,1364.793819324096
1189.6388031656934,1190.4977111180729,1196.2571692032589,1202.9952043558958,1217.3806810223705,1228.459887165448,1236.3096982375723,1241.0083464279346,1252.1063799707665,1260.560798385693,1264.9358270791008,1263.634876894381,1270.0020494179976,1274.1262074073818,1285.7504208122928
1119.0374053974067,1121.5257062681558,1116.5336801924316,1120.1933362122245,1139.2815349715872,1159.151126691375,1172.2971153820597,1172.9459869077368,1172.1437852022066,1166.971739700011,1164.19203036096,1174.5829720697704,1188.6759759608478,1203.5589821335875,1196.5436588428477
1141.6932760886566,1143.9047929348285,1156.8154057865331,1165.5649227911051,1168.923380196332,1170.5748594992842,1177.6722084608407,1182.8139128050616,1196.3911581088885,1200.8024917798662,1202.390751010549,1203.7897379558574,1208.4571402548256,1210.9265964906008,1217.537746305419
925.0381353644576,938.1536292009632,939.1790476576392,944.1920175790516,944.6818888922944,947.4768196583636,948.3921089534468,939.4689262199728,949.8700720890328,953.8622081427784,971.6628082999712,980.2436209932469,979.4092362320569,973.8622830419132,980.7086343309252
959.6720028248226,959.1285745201238,963.3677532438812,964.2784652226366,967.54214586412,976.8829834619378,981.504928165513,992.5025393203424,992.2921576057536,1008.5546260721696,1011.6585247581776,1032.01345476899,1029.166119327179,1040.403553752994,1033.415628815629
909.8089709539828,900.3141739354725,904.4914180880749,896.4745840959412,910.1796477196192,921.7876454604944,930.5324985067854,927.3506613050783,914.7727019779668,915.241213383039,910.3678564770032,916.72774552364,916.093962609975,927.5550770325674,944.482804232804
844.0637787479408,850.7037175121102,827.1128989657659,838.272130631628,876.086292527902,879.8157515409565,864.2767129990979,845.4548582125074,838.9682426849554,833.0856308038246,854.9256945564183,873.9157222319316,882.1817445325147,883.2190799065196,868.2777777777778
923.2097968774984,898.4778021938012,923.28664766338,950.9236287926128,967.9469376108572,950.1385095418556,930.3810301259492,965.9975359415316,986.0628530702836,1054.5261293444848,1033.7103652448093,1028.0067899290405,1002.7633851202884,1029.573590695052,1057.2222222222224
,,,,,890.1366194512185,915.6411073649326,914.0162526561436,930.2701785705892,935.1988425011996,930.8126758567904,958.7605946538664,961.1939463477102,969.0771843699991,964.3444444444444
729.7830922857337,730.9276286100818,728.3124566988382,723.7300239271406,735.7630587103305,723.232305691447,731.0759889507049,743.1255141590354,775.8603735843053,788.6077015702497,781.9429473202209,771.8494665452682,778.1117708770473,784.345149751878,783.0
1163.1374625793449,1166.5781173856494,1174.6236037265312,1201.0188050808054,1219.7346328086176,1234.0823344730327,1226.0098299348429,1230.62557676916,1255.249120820533,1275.0975333967804,1266.0472817159084,1244.2379818604118,1253.383770394012,1258.5082913665444,1261.5833333333333
,,,981.5336333688632,1040.4428950112551,1056.777703999613,1055.332441243928,1025.4908804892298,1038.18097656778,1071.7011531616283,1060.233750847859,1043.31520708971,1057.4814550768529,1076.3320263407063,1088.2222222222224
,,,,,,,,,1185.8130417071025,1148.5765144426512,1193.9966653368476,1201.8119656618358,1235.7990169340785,1211.4444444444443
,,,,,,,,,,,,,,1137.0
,,,802.8874002887975,786.1532975033173,825.3286407416967,835.6074921679384,871.6240089332036,915.236134270008,949.0504452446324,992.172791192406,931.257778195763,907.9248745090556,899.6275279891736,930.2083333333334
,,,,,,,,,,,,,,1561.5
,,,822.2438142692869,,880.773548851423,874.1281689710156,869.8460394443845,879.8538063973108,911.0864049520384,927.1261830848688,946.4705772559604,965.2505535577014,974.23070623329,974.888888888889
,,,,,,,,,,,,,,675.0
,,,,,,,,,,,,,,1075.0
