2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31
1737.6308075881698,1740.0565487354804,1746.007443655193,1755.4625174915625,1767.9231598466472,1778.031919134091,1786.0857170813508,1792.963541803285,1791.4310947833392,1785.7944770501192,1772.8832601815227,1767.6930520879057,1764.2258693128122,1768.9246724883778,1771.2063150325885
1723.235190929243,1728.102962837861,1734.835549780748,1745.4721039863746,1759.449579444417,1769.5332617473855,1780.1253029918291,1781.218210955216,1776.0857503792645,1763.5137982786962,1746.4751064874931,1741.6108574376522,1738.0035158788355,1747.9838996271849,1753.1061993046617
1385.401038903806,1385.4760564413225,1387.2188786122972,1401.7655664575757,1409.3567332055234,1426.4606670565586,1430.291556461791,1434.0182272492648,1441.64560491847,1446.4143121212894,1457.5749125604991,1447.622535852037,1448.0388666317756,1444.0698422846565,1454.0073377924534
1464.685476578282,1472.091190584467,1494.0428894495303,1500.167145898262,1515.3650514917845,1519.139774391038,1536.5562753898566,1550.145362262097,1556.1990280380414,1549.7972228425554,1538.3104932245783,1532.6598354245746,1534.3037575008666,1540.55746477401,1549.40203071782
1691.278460084765,1705.5087429572193,1713.389310646922,1721.496909919674,1727.4802347563889,1742.1772652125069,1751.5380976629997,1747.5243691072087,1734.0783043470165,1738.5364912205528,1736.469990999155,1744.6514973938054,1726.8512804913555,1738.5870397300175,1735.7898789638784
1312.9819095237706,1329.604673541477,1345.911586007904,1348.8792382548256,1358.7977785437606,1361.1305875556816,1360.3776642268294,1363.9391868337116,1369.3868635295014,1379.3077841806744,1373.7258037536412,1365.2232092748295,1369.9949930716095,1367.2870442671983,1381.1888078875752
1705.9388236105012,1693.6504681977167,1709.5064162065464,1716.613302106757,1740.9844994291711,1742.066220974699,1749.382916268968,1752.4069983721374,1768.442039996423,1767.260960805361,1773.3269782957218,1773.6908397134962,1770.2812722625931,1770.7915605689004,1773.5420542493714
1418.9153897702029,1438.4469483190928,1447.6593757747185,1456.6538706445892,1465.1380135242705,1453.986301601982,1461.6448385756112,1458.002808595464,1491.429299040131,1494.3295465619512,1494.8200559590678,1480.226654455911,1481.0333348651511,1473.8094388730703,1489.4291666666668
1721.4633542121132,1730.2830798392074,1726.8616271917158,1748.5020240782242,1753.9666451392577,1768.6514125955166,1772.95325399598,1794.7925400851373,1810.1525104439588,1798.127983388442,1771.2358349929698,1756.5005941215752,1758.0839789399,1752.261702880951,1744.1168090795857
1285.7779516755436,1289.7150053642035,1297.6492765063083,1307.2024815299376,1319.0420345045627,1328.5712432637874,1330.9932475970334,1334.1702082889958,1336.9722482823634,1342.374977830979,1338.9435180011758,1340.087033556719,1344.5378309419075,1353.8174596564734,1357.7522581102317
1364.0440721517875,1370.4157734908613,1391.5337173478777,1387.8962732277755,1404.2180069496428,1407.2120626089602,1426.1160981274236,1432.4618490599837,1452.6255452632874,1448.353154063819,1446.4703406317674,1439.4061475190128,1454.4462062011703,1453.6056539802098,1462.353128054741
1293.9997052965027,1275.079350520038,1281.5743714469986,1284.450108913158,1303.2336220404798,1308.1594464140503,1321.798967770939,1332.5119355957677,1358.272811061293,1376.199428505848,1373.2942884922245,1351.685484880716,1338.8522728532205,1353.0117456341843,1374.7037037037037
1120.0821445647146,1151.1546252158896,1150.3389338162008,1166.6336862250257,1177.7265927215883,1199.3131641789112,1190.8150200846478,1176.4604822171184,1150.6759858483883,1176.357908751177,1152.4978679667383,1153.4344910090615,1175.617350065051,1253.26881520034,1273.3095238095236
1406.247181169304,1375.9317159191269,1367.39379906031,1366.870292497333,1400.5140558991804,1432.518816888887,1450.243694844146,1441.9055951944454,1442.952070382257,1433.1256317108562,1462.3263362128885,1448.4295575279864,1449.0310908321014,1453.4616868152282,1470.6666666666667
,,,,898.4145245152109,892.4132465116886,,936.8927220302674,963.1293340625256,966.0201722314686,973.9520212710454,,984.1740141996402,961.9037961162356,973.611111111111
1221.8343107810208,1207.1917239383122,1174.482565123337,1189.5222725369888,1181.396645761826,1204.6022411814904,1203.5941298230612,1227.5613310672938,1199.0305585913434,1192.918550006799,1212.483796950834,1273.421066955318,1287.4970097478283,1280.254377287754,1274.738888888889
,1120.846424120317,1146.4181188445666,1174.7090726379297,1173.154180980359,1132.068230907449,1122.9083633514613,1132.4138337345976,1166.1507430981856,1148.9977724950213,1144.4801304198488,1164.7879957563637,1178.9178462438883,1172.2214495144672,1166.5555555555554
1688.7170792641516,1694.055337404642,1720.6453375189346,1753.8873799948433,1776.072966223811,1781.6528112245437,1774.032655284868,1792.1007586025014,1786.6913739690888,1797.71261918757,1787.5393154574083,1795.659668297066,1803.059652158964,1797.032270105379,1804.7407407407409
,,,,1402.8265491102393,1430.384600000196,1435.612194944459,1465.8680256523407,1480.9225095777242,1473.7376521103652,1443.4267907658557,1420.4388652494126,1420.6084793691098,1451.7528234436638,1476.388888888889
1600.211684937109,1666.181797034455,1668.220965073656,1705.6327419417055,1740.5596029377846,1734.6337896698874,1710.242102816409,1647.648877932049,1671.6832282060202,1740.603241134134,1787.8565508967656,1856.955210294254,1824.836607868948,1830.6911300190848,1793.0555555555554
,,,,,,,,,,,,,,910.0
,,,,,1584.850765312228,1535.7523446040482,1535.2378218815415,1540.0896044506728,1603.8696755481033,1566.972869606483,1616.9773420838146,1591.1393077471294,1636.8621314200757,1638.2666666666669
,,,,,,,,,,,,1481.111447014368,1424.4430624188185,1518.888888888889
,,,,,,,,,2146.519465606213,2202.1768161982864,2097.4318000266067,2112.2061537551685,2016.2616162824368,1995.2777777777776
1262.1598002242265,1245.337468036588,1251.2888041830984,1274.091159666605,1297.6783905421992,1303.4509126923156,1369.9943772929594,1365.6390472265937,1386.5502280101307,1331.5326518732431,1382.7313211150492,1349.809976012462,1355.0518489614983,1334.2658774613597,1370.4555555555555
,,,,,,,,,,,,,1018.1712887249386,1025.0
,,,,,,,,,,,,,1421.119498340969,1487.5
