2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31
3031.920637896999,3045.2918340233614,3070.057348112898,3103.766319832503,3142.028919616252,3176.921517705948,3201.358884805188,3210.8196630640373,3209.9192214416885,3193.448152992353,3170.689766839646,3152.301501832708,3156.339042610099,3174.1980120255994,3205.572268578418
1224.976445180263,1225.0010554851408,1230.992913045449,1230.104393546008,1240.4090154222752,1251.6542877451202,1270.1547288441238,1281.8577833559548,1280.936401732719,1284.4438928283894,1279.3025111795928,1289.084268072853,1286.0267947584289,1297.2870005653958,1304.9756895332391
1388.596144223669,1392.4744568854255,1400.646641779215,1412.4866133429437,1432.7658511701193,1446.144765902957,1453.547092104049,1453.7203977002632,1460.112475321925,1466.613161254449,1471.165430391348,1472.019046883033,1470.7004685087368,1486.5905846119224,1493.7099097641646
1474.1713564179472,1481.245591471357,1490.9705768218485,1491.626893624981,1504.5711185900554,1519.95042267542,1543.7169680815043,1548.5275145679782,1554.5469831547036,1544.9064890677348,1546.9183607046718,1545.0627263447302,1558.68389752554,1566.171527356344,1573.5096435118764
1937.1252331097423,1959.480879943288,1966.3905254867816,2000.7058428302296,2016.8325661964168,2043.236917756034,2032.8742863422367,2045.6862814975807,2034.790777064533,2042.13803096197,2047.4757803010496,2066.5833606492724,2085.8436269008425,2082.250059075322,2089.849143610013
1354.3201617422835,1356.8794632794404,1364.407494611241,1387.753042708977,1401.8570355838135,1408.221505618318,1410.3558397795043,1413.527084581107,1416.0856241268775,1417.5192081550788,1426.6551570204997,1446.756374911486,1472.694413378308,1475.1243671295597,1484.277911703536
1191.670091935526,1231.713909329745,1231.2860660045833,1225.3733163576892,1228.468535541555,1191.1854840172775,1191.6439659210926,1185.3938337550594,1234.0558757025085,1245.8600419211375,1269.3303364784024,1265.4228636434862,1252.005701281972,1280.6248227115134,1312.2916666666667
1070.684644035313,1094.0217064117,1089.8807722845163,1080.8771722955137,1045.9421860603386,1064.8334870213637,1093.190483731693,1169.363838168358,1204.0746428034067,1192.7750659726892,1185.5504474908123,1161.5651114373345,1183.3386217766626,1147.3827774707524,1180.6902356902356
1737.7003408523333,1712.503270939842,1771.5088801033598,1788.163678603306,1829.611855320613,1825.8717395964225,1841.7179578867788,1859.053222256542,1842.724821392888,1802.5954794919,1766.8180842700592,1764.868052532359,1773.5018253077144,1815.0469745637768,1868.3122895622887
1264.087203986848,1287.8710669152215,1305.9665830091656,1313.9758339377563,1318.436057515966,1312.4652624742723,1321.331558460693,1310.317056726269,1334.013355534396,1325.505247651338,1306.40672520039,1302.9703980379886,1313.482243342298,1358.1464673439405,1384.3257575757575
1658.687450089794,1636.3061403067727,1657.2523755258885,1654.2204816929914,1677.3700254270757,1691.498346732683,1717.2002331166866,1742.3247382384168,1746.7329378265854,1709.8547219025602,1622.390025812966,1627.3838830938157,1683.4588639830058,1781.77531068646,1820.97577294686
,,,,,,,,,,,,1240.3119488580508,1211.1676405217638,1178.3333333333333
,,,,,,,,,,,,,,965.0
1890.1478350962327,1932.407726540197,1893.007253682638,1870.52478067128,1914.7388269830144,1843.7092242302176,1916.5646411617429,1883.397638485128,1997.5200957138336,2001.4351488083869,2016.6898413203617,1913.122134124488,2021.3726977919805,2091.578405878282,2202.5238095238096
,,,,1631.682886093159,1609.782225068458,1597.930520283224,1705.798151612747,1738.1775716934385,1797.0042390973515,1714.0992631157253,1724.7420955959396,1801.1664790986122,1813.3813612108647,1817.2777777777776
,,,,,,,,,,,,,,1325.0
,896.1729439962428,865.6541313643196,914.91857005913,954.4274220087598,1033.6046821197244,1047.8041526230704,1076.6006366235742,1032.5368124823794,1014.213080365659,1012.2168517999633,1016.7705115869772,1099.5181691210169,1098.7494217680164,1170.0
