2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31
1901.691214545821,1915.19642901284,1931.171868538904,1948.0532942249065,1971.057248848812,1991.7381235553585,2005.0485347308825,2012.419065829016,2009.776288188216,2002.0839812014683,1993.872516604284,1997.331168870123,2008.975251476365,2023.998488729496,2038.100922085903
993.0109147374897,994.0070371895652,1006.1800861548004,1021.1123058566492,1035.0165989914535,1030.8876337854297,1036.2511669197374,1048.2550544294688,1075.1190701688647,1083.7379666504696,1083.8903153808053,1084.7110280462907,1105.3385258765331,1129.7008160530436,1136.6851851851852
933.104353003102,938.1428439086808,942.5365242503432,951.0045474306576,958.6126554985556,958.8577483401032,954.8838308000596,944.836515029968,945.7338765934088,953.9159255151148,967.9960900298674,966.5279892561416,963.924021853368,965.2988636570248,980.7890882261572
1081.6286227281028,1091.0566236617842,1108.5975465242498,1126.4695907297305,1143.222127766947,1141.0565573937308,1152.5538238196357,1162.6658687457427,1180.4063000945853,1181.5893870375764,1189.3502587527878,1200.510661150907,1209.5344782476138,1211.6892977691994,1200.6493650793652
1047.2976407327983,1050.9512681622125,1064.1067078517383,1086.123056259311,1079.0633794563937,1078.8738091528098,1070.6363035400002,1087.6530868620052,1097.9575607109573,1094.7632220684702,1081.4531492093297,1084.7895377602838,1109.7146480677095,1140.0864989010374,1136.0029417610813
918.4686476991944,933.4733187864928,927.9047334909552,943.3707107928014,934.408848399112,950.547924209355,948.5095709450312,965.9406796901887,961.0204977885868,978.6673126785324,983.7817169928068,989.2407230280216,994.2621273344574,993.1858890809864,1001.1403508771932
1086.8670515152974,1077.9668335976069,1097.0767372870046,1099.7245720991916,1075.0138223977276,1064.534036641625,1068.5942707111435,1123.908869516412,1148.9040442479325,1164.9480039326363,1173.237177443358,1195.9820901742555,1196.6671812405414,1202.566039167929,1194.6305010893243
,,1001.6030999760508,999.6578245472969,1022.7844152553092,1023.6139019060796,995.0445334288617,1013.5379175885344,1014.7604507553274,1068.9648551312528,1041.018337686182,1036.7850083620235,1053.7940114060125,1074.9058633563805,1069.7222222222224
721.6324151789589,709.8198490947999,707.109423340384,709.5962688029523,714.5417512538269,722.92252989486,724.9029196390231,734.4691390546785,738.4121669356186,749.1729239354721,747.1619079120795,753.3352493367626,745.8400203277832,752.4586078866411,751.6078431372549
1140.7870993979489,1163.918026248983,1157.051683987277,1191.3235142537403,1167.2398709761046,1182.301388750966,1169.6498475272413,1211.642668536718,1223.0161331800143,1239.3663213390018,1223.1830458774689,1234.2911801497116,1221.729488730734,1242.6357795839172,1240.0
,,875.1835090777612,848.4612236971745,863.9844504857253,864.657114402096,886.6548903164676,868.3937891658948,875.510472627902,888.7438439775462,889.4527835073688,908.8141461351204,914.210754098109,918.3651055848096,905.376984126984
601.4157261720387,600.3699470056342,614.0265313759807,634.5406288448046,645.8455614994746,652.7527486312736,647.0647311346834,646.8998229920352,639.732916174997,647.0496140469719,654.7138114936763,649.5676824854754,646.3189017002867,645.0625565036308,669.3055555555555
,,,,639.4036384915652,627.0363792146543,626.7570702381978,627.2988130904334,592.5781151599897,581.0342494670756,563.4994586639041,561.845766263553,581.2485128022537,611.1813627293897,659.1666666666666
