RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31
394514,4,"Dallas, TX",msa,TX,1107.5084575229343,1113.0799302826351,1121.2258118988475,1132.072875058861,1142.0963974607607,1150.385801109505,1157.5930498951536,1160.5700191982917,1161.659552805118,1161.4783729942444,1163.5774422079303,1166.327325223311,1168.1935557924846,1173.3255719342492,1182.414269587532,1193.5983190131358,1202.2412239826522,1208.3574425274403,1212.201267802231,1214.0970056481765,1212.9267164534713,1211.2882537748976,1211.3369741762765,1212.1089287286054,1220.5445717497694,1227.9675402082992,1241.347883943105,1249.4713540650907,1261.866763692771,1268.161252776816,1273.2397521286407,1274.6186369323095,1274.0133377654158,1272.188950772288,1273.3411205153718,1274.158191609649,1278.8769717998314,1285.4919781981705,1293.2798636318837,1300.8846849475844,1305.6903062765844,1313.8255642828494,1317.7993874195156,1319.9130038381709,1317.2484447254635,1319.3330707446155,1319.3876602961095,1321.464488069794,1323.595516150044,1329.141448847524,1340.5397480855331,1350.2187830337011,1358.994869946716,1365.5424714593355,1369.1905831743532,1371.8534288824223,1371.5070664769696,1371.3735749139487,1368.624377091801,1365.14170644215,1366.572046591126,1373.4132622999416,1381.875389328968,1383.1705232370784,1381.7722088270823,1382.7900099660228,1387.193717951351,1392.5379167491528,1395.7113831664456,1400.045238058173,1403.6797565982995,1407.8510709578477,1410.0544551704436,1415.214953652049,1425.0285905393546,1445.8672693350734,1474.6413036301226,1508.6112229518687,1543.4364521535383,1574.9569142456023,1599.4118323477114,1614.5956661493287,1626.6349340218148,1636.5151862150462,1648.3418208118287,1660.858023367886,1674.0224236939698,1694.7147172273317,1719.211727547295,1749.5222174364255,1770.608760521071,1777.9343682093722,1773.540941639918,1761.591335088876,1751.2096832636896,1742.2084195240918,1740.5819148503276,1743.1993464306238,1751.9770580692125,1757.2947250110024,1766.017108134717,1773.7303782457266,1783.1620650897355,1785.98496953247,1782.9366328224069,1776.259449448495,1769.703466970779,1760.6528520131487,1755.1437568938495,1751.5434791730452,1755.441551907007
394692,5,"Houston, TX",msa,TX,1232.4346095953188,1236.8728261094964,1244.062460191362,1256.0650549235042,1265.9897807045138,1275.0834905480567,1277.3614611060502,1277.625027535187,1272.928462962267,1268.3735972816032,1264.784725392366,1263.2177881171683,1264.41440529403,1266.2196045481369,1271.970801189727,1276.8506104671228,1280.480985627393,1280.2243071353073,1277.8755481540916,1272.9864835023293,1265.2968668745705,1254.1073723127088,1243.9952618004518,1238.4197516740608,1248.037942538818,1261.931796645127,1276.6735557411057,1280.8604140578216,1288.9094342373842,1290.9149823376615,1291.9581509491534,1287.033306612671,1294.2274508765051,1302.13074679412,1313.0974405021889,1319.3687757946889,1322.3997700065518,1328.1447953174031,1329.0071379308731,1336.66758362567,1338.8074705069494,1344.552304773414,1344.3286841440754,1343.4195743688224,1339.0605709452816,1337.8550465557703,1339.663423238435,1340.1097791232917,1342.685205350337,1342.3318332964225,1348.8014108708203,1353.5672322707385,1362.2898898116075,1368.628427677463,1372.1960094099002,1371.326647361963,1368.190098473371,1367.785498811268,1368.2761720318,1372.2046149091962,1374.9925900995477,1381.514016202629,1386.5101201328016,1383.4394796644142,1376.6473518992968,1370.8625377726771,1375.373295046155,1380.5358249848723,1381.9614329909648,1384.4738627714305,1387.62693703718,1389.4827854738987,1389.4250404553072,1385.7459968267244,1392.0325348004694,1404.6690683885793,1428.645661887802,1456.4498177974256,1482.9783031859383,1505.9609589560844,1519.405158261456,1527.8079293920644,1532.7341487201363,1537.6585970479728,1544.7174483099416,1553.5579768214748,1563.451842677493,1576.0095174948526,1589.315755628798,1605.4872027753004,1617.0812959979603,1623.939629260855,1621.159091673488,1617.3937621380792,1612.5661222670524,1610.7904666402358,1614.313598620496,1621.4051095006594,1631.83999121273,1638.2216954690855,1648.0760813574757,1657.26707959228,1665.7004582200416,1667.8497209862437,1665.733158213783,1660.6883510575603,1655.6087027870915,1654.1424801553444,1655.713070019096,1659.785734575442,1664.1450377178244
395055,24,"San Antonio, TX",msa,TX,1013.6355651280514,1019.0811633340824,1025.0242153924853,1033.1731358131624,1041.5249388635084,1048.8642257445113,1050.7322587386077,1048.908563944853,1048.2831798141965,1051.6845812558813,1054.268640978665,1055.5179283632308,1055.8593975587253,1059.1342517356177,1065.854111564029,1073.5134166388173,1078.9230650352629,1082.100225108331,1084.943102116825,1086.6076838955908,1085.116943206894,1080.5617033823366,1078.7386588857617,1080.9857935725374,1088.5268371626707,1095.806363413755,1103.1053808181578,1108.244332329219,1114.2657753066871,1121.501360711669,1125.08581280478,1123.9713188633702,1120.1636377450966,1117.2659223833375,1115.98924922243,1116.8362573706725,1118.3927662848089,1123.0922305582164,1128.8995031182956,1135.0927830998085,1140.1952514987709,1145.6738427136906,1151.0380268750505,1155.974352808602,1155.7579384679518,1155.7085352959805,1153.6635798630657,1153.3245143107606,1153.9933436388808,1159.1098048196352,1165.6851919964931,1172.7728367020563,1178.4115042642593,1184.27462469864,1189.5287221718015,1195.412910380713,1197.537794469424,1196.3481512966666,1190.9773137414932,1190.5041732369154,1190.8319322273069,1196.479314268316,1200.3981623939228,1201.5359975978276,1200.0678809613366,1200.3297925374488,1206.8036204374996,1213.367100842555,1217.519765404303,1219.0727867400133,1220.7675688840172,1223.788685636457,1225.1587621434253,1228.3944457226603,1235.222235088076,1250.680067414755,1270.1740172426014,1292.2840067942116,1317.7900307787522,1343.5724670101276,1364.905949522214,1376.2748648015977,1381.4478651463476,1388.2777495396058,1394.9211734895189,1404.7410939988836,1415.7103478797585,1428.7784355917886,1443.6085303428708,1455.6469037040738,1471.1561347570475,1475.838851155996,1473.2376806128364,1461.3263175281145,1455.0508884013443,1453.2215395515652,1458.2244221567953,1460.0895595811803,1468.764627984319,1471.9069517002192,1477.7891106408651,1477.3865635714278,1480.3865549540324,1480.1514396057555,1476.7438985093297,1467.7666495328904,1461.2266228138417,1456.178990170724,1454.999037511043,1455.2341752601826,1460.6926833326845
394355,29,"Austin, TX",msa,TX,1202.6621265675117,1214.9609565736962,1222.0404192514752,1227.295465177701,1238.8518713557958,1248.371802752256,1256.4209964619429,1260.8664130436764,1259.258103050132,1253.5321624753892,1250.1360054305385,1254.4557113880944,1259.210267455054,1263.9294620064145,1268.623796967174,1278.169833935186,1288.4373767685076,1295.9247070283632,1302.2456020082757,1300.0886463618242,1292.7796445279898,1278.3474155006554,1271.136751792856,1270.0173863340174,1281.2572070061974,1293.6402856771415,1310.6248782280577,1318.6297501479364,1324.1757698802346,1327.6582543434006,1327.6509224837637,1323.1493017775042,1315.1639122573097,1308.613519611672,1311.1348261166456,1310.2316592685445,1311.706584907805,1318.23000725389,1327.228718505896,1339.3848536160883,1345.4462332655842,1356.0560908941738,1364.2406702847052,1368.4955179344583,1367.4706150278762,1365.5404643184995,1367.7360010648065,1368.1062118188204,1371.4434195173046,1379.1136767790583,1392.9363462462456,1404.0251952737362,1411.563725241631,1418.247544527498,1426.5521735415225,1431.9389819856194,1432.7565284102786,1432.8345008215338,1430.65818133735,1430.539672912345,1433.1822551085463,1439.082655061943,1447.9213564083093,1445.001962511009,1436.6230253491092,1430.1600839120276,1433.1469990887206,1436.1212217366497,1430.7079009540405,1423.7960412788004,1424.4419043316077,1426.122746099263,1432.999217731298,1442.6172391904736,1463.3590898319703,1494.5264232856707,1535.2574554546284,1584.9862139721515,1637.2646212974812,1682.6588669428854,1713.230471089376,1724.9801128697625,1723.2344258039966,1727.3001720794475,1730.8736267120662,1748.8807921504072,1766.423429053592,1794.118417837386,1821.1550722022644,1846.740561930616,1865.834852398396,1866.775531827392,1855.808535111635,1835.6222965971133,1816.3135706050605,1803.4578807312664,1798.762717322007,1802.2004724321544,1812.7593670740089,1818.2362174937773,1826.839482484557,1827.890423870408,1831.4196107044856,1821.0085020804097,1803.390151861929,1784.957865503089,1772.0675816704716,1761.7762269690672,1752.6187497492083,1749.174763264355,1752.9620922590632
394843,67,"McAllen, TX",msa,TX,845.5548992947403,851.715873003031,851.7668951967938,847.3594477290037,851.9642193930812,857.2852903247065,863.3883486723178,863.4184133021655,868.1833975823944,866.1092755291918,864.0318786207441,855.0418245217286,855.8593824321034,855.7236428751476,859.2155702798008,866.1445028685001,868.2328863030439,872.8813314358496,875.522600660214,878.9300019804685,883.3457884303177,881.4417149049655,875.0308823585334,861.1274427696151,865.3215117444684,870.7943464949498,877.8125075154402,865.1435273917505,864.718021469611,868.9465599304592,877.1059926708907,884.7485265074843,888.8207438590471,888.9561550656202,885.0919048802956,876.6917368409631,880.0169460058369,883.7858486252023,888.153227689659,891.554822803117,890.1169863579727,893.7951488421168,890.1288045483291,894.5000285931841,896.4307415969796,899.74252982415,900.7616256953612,897.1322312686372,897.909058183066,899.2398333563684,906.2523673634246,905.6855151942468,912.1685109797804,914.7670063189742,919.7925614176768,919.0278652023526,920.6779362348304,922.5803903641278,921.3374439681496,919.9748945581924,922.1947954081312,925.5391057778352,932.846978521708,935.7660750818987,935.415292423444,931.9607519876616,933.9867868079932,939.72692224741,946.7305765877854,953.1817399902015,953.3962996965848,955.5603807701874,959.3434599906908,968.2738862581022,978.13942059697,987.1488613487126,999.5732258830368,1007.3241408290752,1017.8776064498512,1019.183029630352,1038.7486018868242,1042.3628753293387,1056.2764654767905,1054.15168364056,1065.282778102741,1076.8505776528211,1080.1289614505804,1090.1175192558774,1100.3911496118562,1113.455815311312,1114.5580787410083,1114.526304243696,1117.5158777567628,1120.3770991977365,1123.6673103778385,1120.3355913109683,1126.442562854329,1130.8126100360716,1140.0939744691989,1150.2318669246713,1153.7853350192345,1161.9466672026847,1157.4986589796852,1158.13612539241,1161.2692895075068,1156.5829113101938,1153.4456922998315,1155.1490294290477,1163.2408967173037,1164.9993599802735,1164.0576939203354
394561,69,"El Paso, TX",msa,TX,987.4292950263296,989.6232486166124,988.8121492866842,989.4947562690896,992.6108167733428,997.4320609365112,1000.2654419904962,999.7186669374476,999.7873429301188,995.5275140809651,991.1042215640272,989.2090171528884,989.4312773424572,992.4588832529146,993.590298423734,998.7655354872884,1001.704993580084,1000.6940940671516,995.2886066207273,991.2946000958892,986.5301678623648,979.8008475643742,973.8526699369388,972.1928637826304,979.2746055921572,989.5403910558972,999.8465655225286,1004.9127011382056,1005.6740418907992,1007.838652781198,1008.17189576298,1008.9495242484784,1006.608283866046,1006.7962341054814,1006.025806502605,1004.823300815141,1005.0578514923592,1008.6253187985498,1014.2303341747058,1018.3011223393518,1022.337990629244,1026.541096899692,1029.8678128789702,1031.312681626576,1030.97588514113,1032.1925316714537,1032.723330012757,1034.3376819866194,1035.2300830355673,1037.1466882636057,1040.668868249163,1044.789932009485,1051.154901008328,1056.4096749140049,1061.971231579411,1063.7233821371367,1064.7237247942485,1062.9922386203823,1064.0969803321432,1066.533807179835,1071.7752534487615,1078.8275659281562,1086.649775502499,1095.3645026595393,1101.8496603048711,1109.8297942903312,1123.0079261429548,1131.957902431211,1138.0690991556785,1138.966893729867,1142.6042209834454,1147.6996568869276,1149.567517793742,1154.5771970461574,1164.2620999240391,1184.757386000655,1204.8014858991044,1216.0917647667122,1228.785441770125,1240.1574353483547,1258.5993872387023,1270.2215260746686,1278.020067248235,1289.3499640403104,1301.8115735321064,1328.7663809010564,1343.0604054344356,1356.3224512099926,1376.1305141775204,1406.2210759501145,1425.4605233194202,1424.1065536280562,1421.0920855533689,1420.177309620832,1425.161220204879,1424.0826588668608,1433.645140931941,1445.0281048736315,1457.9755755584845,1468.6405578511983,1469.9060584121069,1477.9652299591962,1481.32073411415,1489.838058487016,1489.2939860559204,1496.1370223927893,1493.7841696411194,1494.3080978033045,1493.2987697515591,1508.6133739847733,1516.1125549613787
394746,120,"Killeen, TX",msa,TX,835.0211437926354,836.2751271113053,838.9560426407829,840.550972144355,842.8805323558171,845.4766726069736,845.9010938283483,845.7735428002568,842.3684794857049,839.6378447813208,839.7288778946868,841.1538024650266,844.3656396479629,844.9139991338765,846.5135867728516,844.8551590093599,846.631322592724,849.6186522143164,854.4552335038961,855.80044458866,856.4617727512255,854.74605140323,852.6380900231119,852.7941476281549,853.1509286989542,856.1237016309834,858.1834064185399,862.6314893701244,864.7210911034925,866.1003193660911,864.8478895257501,865.0989622912095,864.3137042495895,866.0271198457266,866.4944747999011,868.8939874228067,869.5499862350945,871.0611859082114,873.9608896293709,878.9367545769852,883.1464045586841,885.7673962111104,885.5608394039199,886.9421828442242,888.3097120831709,890.4608602899381,893.2714929372885,896.2313919083157,900.230056397899,905.1300322829736,911.1937181233474,919.8419287038712,927.9575624157138,933.7018933385216,937.8985845806122,938.3322360338688,937.396931452411,935.7000063284694,937.1566155015817,939.2386456088376,942.0415724727762,946.3673238511118,948.6588762936784,954.3685914331464,957.1787007721168,969.602890834632,982.1202865776588,998.6820764000198,1009.5502225709364,1020.9665214531656,1030.4170822684443,1037.7891503788685,1037.5904255014427,1048.1256392525188,1056.566828434467,1083.825829344234,1106.396424138399,1144.1389091415317,1172.3810512931366,1196.374497341155,1212.1720594806895,1232.481892014907,1244.6038735695872,1257.272126713745,1252.8884890780514,1254.9222600292896,1260.5491303947315,1281.3253130402084,1299.42897880365,1310.6593322468314,1316.45126480036,1323.1538841889144,1325.0030818944545,1320.8384585495896,1311.0151114416235,1308.4802822165675,1305.129743060296,1310.3704635600095,1311.802636497531,1318.6674743545327,1322.1411560577376,1332.9585818780072,1333.5205290828744,1339.33325900647,1337.723682050256,1342.2977063567937,1332.4499183007763,1327.3212761052168,1319.9838184880757,1325.385943050703,1326.1081433234074
394502,129,"Corpus Christi, TX",msa,TX,1038.2127251982458,1039.0848533051003,1047.464484530463,1051.731577453802,1058.9477196257246,1058.7126398447697,1067.6580957114363,1067.5322933045293,1063.9173586408592,1063.1003822715822,1063.2234730086127,1064.4759921343643,1067.3852461454926,1073.3240006981432,1073.5144887174094,1075.7741703178615,1075.3478151601632,1077.2541072685426,1074.8171549602357,1068.2981858252815,1073.225358307901,1071.246225392597,1071.201612671245,1054.564962264304,1051.8191870598023,1057.026715716353,1070.615259858997,1078.649493934401,1082.415983224466,1087.903932635684,1083.5427885257184,1083.0680147390533,1086.483829855346,1091.415000559213,1094.823460490818,1092.0878323225206,1093.4237005234827,1093.8249105157192,1097.3524277863787,1100.7129118955186,1112.0132154988653,1126.682575920204,1130.8633583628184,1124.7078157194549,1115.9155622561586,1116.1754164905783,1118.1517213359698,1110.6685789895698,1107.0396449321486,1107.453806918248,1113.1430751847352,1117.8103151085204,1121.8936463355822,1129.0079376798883,1133.0338934521585,1135.018342454849,1137.2752891168404,1135.8931327139644,1136.079537509686,1131.2112609560788,1139.7353621177017,1150.3991557260151,1155.0045982928011,1151.655810385911,1143.1463515794155,1155.3787584786087,1170.6548674114097,1189.61507906845,1195.6779178106128,1193.9879312091166,1192.5717505398502,1188.066702880276,1185.8944626371965,1183.0664686224875,1196.9133545102425,1221.0747593430517,1244.324008988035,1268.6542288553237,1290.9768156816033,1316.554924607636,1320.7984271434802,1314.5041527226936,1311.8306976863305,1311.188100885231,1314.4472154879247,1311.342952901492,1318.0133820316216,1329.7170815094876,1344.9574198162716,1354.6999028869222,1355.8736067855573,1358.7984432237113,1359.8241022111752,1357.0419490583,1345.6664984150077,1327.9893020619777,1329.5817440326148,1337.0994934539167,1350.9244915919303,1369.055355606195,1382.4792455146276,1394.3274180905223,1382.848402594111,1379.6125211934584,1376.5705840350686,1385.7036218907454,1376.91939539672,1371.234506685639,1367.1272525130985,1379.2351835881452,1385.457214082214
394421,130,"Brownsville, TX",msa,TX,,,,,,,,,,,,,,,,,,,,878.6410363701664,886.8432407218511,887.4583663582832,884.9015372178918,869.749115901694,857.9340579151253,875.192778823111,892.3442910496541,890.4258952525449,898.048032935875,886.3142309031239,896.7336765711917,899.5085832071305,916.1082952251168,918.5771581396835,909.6011074783428,904.6644149642564,907.886940660013,921.00355030032,927.09692862395,921.4876212424864,912.045141747781,913.3067653514942,922.9810421320998,930.0790218552484,928.1466929255046,919.6294805986056,917.609522630689,912.4125000291232,920.5474620018956,927.2580958076512,940.649119699917,943.7715275503638,951.2177679549312,951.7844513297788,956.2282287795268,953.6544995676364,962.1821913291208,962.9142211982486,961.4719881792802,947.3926420038438,948.9045557637836,954.3679356358626,969.5069843981051,967.0220099068416,967.1519830860268,976.3055828870116,990.332235118492,1006.0729862829749,1000.6448924215256,1007.2314582208726,1004.254009904152,1014.075275937482,1008.3482869535844,1017.3831778237982,1022.742124533496,1036.8476399019698,1042.3475563518734,1065.7911907071968,1088.2764973968776,1101.6674847471463,1098.5017640013536,1105.8830809267854,1119.3153654374814,1120.8783732326658,1126.665846305508,1127.6133739583502,1141.9078008552813,1152.9594802348822,1161.3909995320869,1181.6727905871264,1178.5338865140238,1191.398021292367,1195.505519207317,1210.7597416714343,1228.7945301586424,1248.3928002779833,1266.1429302614436,1267.9568552286382,1248.4461172276538,1247.6573029670988,1232.044210874493,1244.609741497287,1252.6440370499524,1285.1257402391157,1290.2900811906825,1288.7001875933308,1279.5402790773114,1288.574751640282,1297.876020196169,1300.0551383506236,1309.6670326452936
394372,140,"Beaumont, TX",msa,TX,756.0542082241474,759.5685010077061,762.2575304818171,763.9278000736736,768.6971488602281,780.9525719996125,786.0147614041252,777.0628799057098,776.9866990155035,771.5888540913194,786.2419134559174,788.122597387433,798.031382302966,784.9153514960861,788.1494713559267,788.278113554733,796.197566824074,796.9638667629384,793.238599218781,807.4160438265126,790.8923476135052,794.0335568387395,799.2839994034838,822.9317950055834,839.1947957724389,833.7211126893942,831.1362650151004,828.4473406050095,833.9848653876063,845.2370187351019,846.8135667501701,839.8183079674361,851.2971956865305,869.0199335228784,895.8682092328494,899.887464232245,891.5319731091519,876.721668952268,877.8907790276219,889.3786044127415,908.3421417233776,911.352448445424,910.1095810126574,906.775822639434,904.0389462224032,912.8684673104,922.6627790076936,928.2377056235624,923.26499546468,920.2117463216092,921.8844002426798,926.9638118665036,925.6382029925368,933.8410529786264,934.5978314530632,935.6637614464825,936.350646927581,938.1289193856936,947.344062628756,948.3412197485396,953.2599789266236,952.7731148276928,959.597585643572,967.8146942985486,979.455877411654,983.2585100729506,984.7213175055329,980.7029847220024,979.8907426497744,983.7790050865518,987.3158048945508,991.0344053719454,993.5678364635172,1000.8721914610256,1008.3043831774048,1015.1905572554306,1013.7025377182316,1015.649188386222,1019.845820446292,1024.8315933300833,1030.2373733228849,1031.6367289289308,1040.426386277136,1041.7205425653517,1051.8890551174031,1056.6836458463683,1062.3668102460097,1054.3385607605476,1058.033698477273,1064.4398514031966,1074.5318913532462,1082.315263132192,1084.7524250276376,1093.398198559198,1095.2270036054356,1096.156526477208,1094.7193801928636,1094.1083981738796,1088.9148313760509,1096.5171977560883,1097.163456071669,1098.2994209306698,1109.3397101914054,1117.5069343363857,1136.0572250235475,1134.544644264594,1131.291291813164,1134.1798724574076,1142.8551608077175,1157.062468689986,1164.3509803921568
